Id,SalePrice
31,91334.35587403677
1785,303279.12876332004
82,166427.70284171402
2620,136994.2450172575
252,185519.43182254955
721,57239.35635462831
2165,189666.949067447
2316,218307.30210423048
775,151194.07764461738
1558,91850.52786795527
17,220424.04578806786
1022,235719.74642461125
925,144543.5570343309
438,312108.8557560002
1270,145677.1329496779
1272,134670.05692559673
215,167558.22470687728
266,250877.27738278056
2402,337406.3405840484
1250,138232.98091883337
1984,96968.8472556636
1279,153580.13590374668
377,260869.40560369677
1252,142096.73865006294
2156,266851.5151164412
499,361013.91554045235
1374,128936.55306677078
2898,238114.9150173021
401,97414.57751544494
2721,174353.00596184132
2078,261799.38902822376
2589,113937.67194933997
1946,244662.21355520582
1334,126351.31535626753
2781,216288.33079659546
431,384624.5801358587
576,207611.81301490183
1474,222296.55300826763
2254,154150.16012553996
2155,291505.3072736718
885,93751.86678729662
643,161983.90186529775
1944,123826.29346312594
480,213111.3961771774
2845,92918.4657734655
2387,348383.41580481996
2407,233956.9680681533
2527,179593.76842614985
2514,151053.0190874078
629,169446.97243394438
80,213200.79916256943
1876,131661.0719108567
1546,119599.8133995026
2518,173535.06723625012
2347,170161.23513538262
783,234152.90716033962
1322,43779.12994218057
194,96735.69930943416
1770,320482.19554120785
2143,147622.9441262874
1229,237036.09048733313
511,290635.97639733
46,260540.1487099335
1348,181008.60926187783
2465,212279.66453934845
387,251427.57079584477
873,233281.03678252973
1918,115014.86953489252
2764,253845.72214040707
2184,118684.9183667514
934,157376.25477055163
1920,115974.9314522584
2631,168879.37465466777
1768,549675.2329229197
2040,116061.83365752606
1749,237593.24841114203
834,266478.83210817346
1457,236812.90392202444
79,106060.21696115476
2302,130414.03773115342
1817,155495.1531906099
2755,240809.108740459
359,193869.1330985646
2059,105736.9386225578
2092,250048.5671006935
2516,239544.34089852433
150,113492.19183931951
1656,142053.6311412256
83,96510.53634768192
2411,194168.31351362704
795,68325.50219646221
2312,235331.74922337456
2917,121845.33952671057
1624,182765.84361840948
2215,322583.78595389216
1211,150377.43069794416
1485,178143.3353219832
1024,196230.4424593688
570,202198.28378632388
2874,173618.8511290994
700,155699.9566331907
2756,212314.13661005226
2022,179814.5384680199
583,263828.54467644414
2392,381166.2062287003
2424,180511.35374412517
212,124956.82767640092
736,143093.68927204108
1610,201930.67822467975
890,117142.64387964644
467,186787.23983157062
578,236976.51363177106
1747,201183.08868440098
1149,146206.9907651104
2758,246698.4959020619
857,145447.21046506526
2219,288261.5349537258
733,103125.90347579123
2909,126218.66978701492
1798,271677.87986539624
235,120146.4346902548
2366,119447.58830717602
1027,134044.3896013173
1195,138980.2691453754
1303,30885.032972920606
148,194460.42007620938
608,155314.1568731568
2515,234373.38319233188
821,282803.23035962007
2500,298114.3963369562
745,107067.24963420453
741,132956.2978937096
1611,126116.42850698071
2532,123799.96974744034
1081,221985.36477656887
1692,424959.13777120353
2520,200708.86342718947
276,126668.56655477316
1992,142697.2825089801
663,32667.50343431729
418,121141.46870068886
1733,213221.67902838322
2359,145574.14573413524
253,196982.7780348116
1518,185537.26807534718
2035,152740.48420090685
2919,72730.15220395777
1540,258124.1225129451
2120,157319.78209480975
1674,157026.18511556624
256,151809.79445185093
2361,94715.27563562615
978,76528.58673366005
2280,144737.59705558093
2095,248506.13072319023
1709,366315.7869755361
2801,266662.71477719815
1246,129231.19389646704
2373,93870.92743114338
1055,321992.73359931575
2017,141055.02480997148
1099,319761.2455644911
1344,86991.82026770349
835,219362.85621650037
1117,227867.639151951
2043,79491.09155319173
2085,86127.31422005816
410,138976.67989383728
2650,97554.28558175183
2867,192514.50403150494
1668,105277.93041102964
1161,164103.82062253982
2122,180873.2452478371
2539,152712.35715036778
1047,128346.06616866426
1445,155998.49900101504
541,133337.38195685676
569,213701.15304269094
1276,127921.88733621052
918,177469.67053434972
326,167607.6363848378
1936,125534.10275059158
895,90659.28643240464
257,151430.49088999367
1241,174340.22472248346
1545,125277.11144365024
1189,193009.87403876203
270,151950.09771541107
2066,209530.9388955217
693,111158.97908088336
1259,164154.5336865867
2916,172112.25383336292
2321,311424.8358610112
1977,98016.30526747425
1895,163531.4292767416
1240,185452.220650847
85,150222.18099729493
1823,108949.11522031968
825,298251.91503808176
110,241802.09466495397
697,123426.25586314482
2297,120337.9795271481
1231,133920.12849137865
1355,140684.57143084885
968,327341.6897646089
584,261229.3530541525
1315,133684.0825036352
1606,147829.90876468745
206,119008.09127046296
1685,380094.61402910703
2016,140730.43949766105
869,209639.5219639096
2135,113632.59842878842
2346,194078.52752062256
2430,234183.287397917
2198,88328.0617985214
2652,145921.79383519597
27,108342.7902539967
241,166918.62769496636
906,128822.97668505309
1506,111556.13177513247
2098,362508.23239993094
1435,241115.39012682688
2213,154716.75676850756
1274,138791.55940635246
743,37012.340243468
1737,212088.11723537874
2797,288574.67693782743
2185,59820.283330291204
58,190539.4233707718
830,219251.78825857083
808,121527.993649635
680,156321.42515348177
1153,113147.70087901366
1291,139969.3098244688
1818,168583.3166218928
2161,193300.18673948591
1883,115766.96371363616
350,357038.8090274848
2473,153927.13111174817
295,201477.0944737225
293,216831.67589182258
859,152844.68416740472
288,39391.396797605805
1578,155131.99806113789
102,201109.83191612203
2831,144172.9561073529
1030,156979.69191182972
2551,152541.58627275674
1286,150328.2348870982
958,332480.98567743704
776,136921.48596721553
72,233886.71345168122
2263,269017.6865824442
1866,174571.67536031743
2876,61869.410095697036
2146,251639.76477952482
103,196525.41845077477
1500,135299.129054779
492,192048.14411033544
167,139685.07165672976
2597,116565.6030079652
2685,113931.69410763233
1035,150361.6431493155
1220,65354.19807964811
2602,171420.74035742844
2159,222593.0618304329
695,166954.56002556538
1109,297890.0226313219
640,183362.0743209534
1652,159109.4098374172
2090,202496.5693200431
1188,174069.90418768753
2345,239282.33805364
1059,418601.92740484705
2751,223673.51227319342
128,201826.3591072737
1523,195931.5737399791
2925,167460.43729200514
2145,271856.4980863014
1121,231767.6656338263
566,272193.4706387606
565,279085.0948932978
1331,149723.55755312127
2928,137091.59761916392
156,133847.3294188977
797,139219.06314225215
327,82131.41543625374
2859,171618.76534273676
1453,117919.56125364822
1762,363887.77037150005
1868,215209.435305155
1760,182310.55380992885
1113,245707.8866685096
1812,197855.47470481036
117,167303.99398898793
1142,215821.473085837
2342,410265.71386041224
927,173885.37556784446
2478,191528.52912410846
655,71811.78043044783
2064,127416.5678212496
369,317858.5169390558
2239,128649.43256686736
2732,236099.1347500699
1653,161114.90651664126
959,239166.21712562733
2395,378382.6258533441
1412,105761.23493495803
271,271169.829403483
1484,165175.27310415806
1497,144879.5775142249
552,176974.63421035177
2,111155.67820273359
1855,287365.2299904587
4,265637.5093576877
2292,159691.1119100986
134,138428.78956886102
646,93840.09620717882
42,358932.43786916224
532,229018.6109607018
713,101782.37084605622
2561,136415.76677995734
2360,138438.83266190533
1333,128598.40523859113
1407,199656.0389972963
2892,317885.50370247226
574,228462.19185993413
1227,207142.53407663855
2591,248282.96128107098
1476,220802.52300156112
1125,282814.4160436861
1446,130773.91150958405
408,115366.6428632531
1101,330276.83761678834
2251,191112.45590701705
373,193913.58898243707
2554,148759.82526605894
2382,298527.044604307
1985,92183.62143339285
519,252039.51311745256
1093,205462.12562319275
864,268736.79240093054
2889,158963.3446562363
2308,182029.8906846823
986,169994.86265775713
1302,148469.03924681872
585,178595.8662838826
2708,158059.99221634568
147,127670.17623480331
1441,229960.67858133095
383,226319.1385488966
285,173189.38582404316
181,109843.53592982996
358,187663.39652340967
780,201373.4681504977
258,205091.2593613285
1865,224901.61807426915
692,112256.49446625801
2902,321544.0318226684
508,271429.3450399526
2638,159090.63252993577
36,135005.47774608832
611,162626.52154903262
2281,162958.8357715225
1678,122519.13735964411
1696,428716.5421218702
1557,71488.92223675182
2180,153291.94862932235
1726,262224.5576925675
951,160004.46863943266
267,232282.52083450885
2706,124036.52577107039
2221,253481.23575416656
1357,171808.77147434372
2901,301600.8502449908
347,190179.82779123806
2164,209685.01557088873
1586,319054.8411354063
360,162349.35329174416
1769,291485.0267530223
2617,181365.89933988662
1879,148325.5448374942
991,231978.90598115404
1535,133203.147818634
1191,153949.1308032949
1579,239367.91382330892
1882,153058.4021640135
1510,122066.81366737804
2196,234590.30925098405
1845,184131.96864419026
2336,427834.8204055164
942,102832.91000107999
861,133373.7324506696
2555,125851.09595270353
1392,186617.10499386364
2099,264658.7098983144
1543,132184.98637352113
948,279895.5357094915
1239,162922.85043756856
22,203701.54972934793
2796,241086.41867515477
2747,182557.34678349298
92,318506.68844233593
210,157570.5871561967
1858,206432.00652759662
2228,161412.87214163056
447,264432.7900335216
827,244484.11849976613
1649,237826.45659581898
682,152752.54996597886
2698,120891.6596131511
494,181405.52786075737
214,108261.89474623812
2441,239907.83089987648
2679,120348.50051991254
1336,128625.86171812835
465,191316.42845661985
1524,167319.77219734358
2543,110377.89473265811
631,133291.93112937539
2452,355674.50664955797
228,181449.50199459319
126,177691.0440318224
1092,258374.90131840634
1122,212355.6033112435
932,232794.72651994549
1980,78312.14728674953
2171,113557.59174919873
551,168016.66397433518
2768,175266.64738484216
2056,107226.50037716796
1159,390206.597277919
2645,124174.28051906134
1174,184008.58498721846
2266,216680.33198598807
2462,339687.8920771674
1219,143040.7579789176
2922,189511.57466636648
118,152161.06322499173
474,167796.078469406
2576,151217.24174324106
872,286865.66533384885
1077,257621.88374557538
1536,171621.97746712554
1150,141932.81443379237
2341,351803.4913395035
1931,146755.0229867107
2785,140594.9433997283
2538,122749.80076429318
597,233242.00114012143
464,232742.27254558992
233,252733.94770232134
2169,124996.53092627457
2123,185824.39376796703
1867,167672.95339429562
137,249092.0743638136
515,259515.0115532339
933,112170.20574764124
2784,172564.82679116138
972,170795.51468631485
599,169311.98654223958
2614,141309.48613329948
2582,150079.01012954838
1409,166470.01749812294
175,103126.8790740389
352,292072.34591192805
976,100649.61654629238
2134,196367.24709639102
984,120955.42525521177
2396,366018.0806851783
1673,137043.10884134547
404,105871.75393941959
607,169480.6505804113
814,179315.96087830813
868,200727.38724053284
2271,189145.9195337265
1633,280744.8776445932
337,180463.3961647546
2765,181509.35362057967
1746,254277.82200856257
368,359124.776292678
2806,210023.20443003208
1662,207632.76313849175
1234,218279.3718422986
1373,141494.08389287948
1672,94474.71974324885
1939,123081.8495018998
